,Unnamed: 0,index,ticket_id,type,organization,comment,photo,photo_after,coords,address,subdistrict,district,province,timestamp,state,star,count_reopen,last_activity,Pass
533,533,19690,2022-A7THB4,{ท่อระบายน้ำ},"เขตตลิ่งชัน,ฝ่ายโยธา เขตตลิ่งชัน,ผอ.เขตตลิ่งชัน (นางชดาวรรณ),กลุ่มกรุงธนเหนือ (นายเฉลิมพล โชตินุชิต)",ฝาท่อระบายน้ำชำรุด,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/a700638c1f7d35848821b26f14d0767a71802511.jpg,,"100.41973,13.78920",37 ซอย หมู่บ้านสวนสวยปิ่นเกล้า แขวง ฉิมพลี เขตตลิ่งชัน กรุงเทพมหานคร 10170 ประเทศไทย,ฉิมพลี,ตลิ่งชัน,กรุงเทพมหานคร,2022-06-10 12:18:17.078576+00,เสร็จสิ้น,,0,2022-07-15 04:24:09.686698+00,1.0
535,535,19730,2022-4U78V4,{ท่อระบายน้ำ},"เขตราชเทวี,ฝ่ายโยธา เขตราชเทวี,สำนักการโยธา กทม.,สำนักการระบายน้ำ กทม.,ผอ.เขตราชเทวี (นายกรณิศ),กลุ่มกรุงเทพกลาง (นายสุขสันต์ กิตติศุภกร)",ฝาท่อเสียหาย,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/91b264200743ded7f3b6c348b54b2e12c9eddf80.jpg,,"100.53140,13.75933",455/2 ถ. ศรีอยุธยา แขวง ทุ่งพญาไท เขตราชเทวี กรุงเทพมหานคร 10400 ประเทศไทย,ทุ่งพญาไท,ราชเทวี,กรุงเทพมหานคร,2022-06-10 12:19:28.232441+00,เสร็จสิ้น,,0,2022-08-01 07:44:28.030612+00,1.0
542,542,19940,2022-DNPY9D,{ท่อระบายน้ำ},"เขตจตุจักร,ผอ.เขตจตุจักร (นางสาวภัทร์กร),กลุ่มกรุงเทพเหนือ (นางวันทนีย์ วัฒนะ)",ฝาท่อระบายน้ำชำรุด,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/9856753c9e63ae46d2489bcd1fb50efc88ff3bef.jpg,,"100.57863,13.82362",16/152 ซอย รัขดาภิเษก แขวง จันทรเกษม เขตจตุจักร กรุงเทพมหานคร 10900 ประเทศไทย,จันทรเกษม,จตุจักร,กรุงเทพมหานคร,2022-06-10 13:15:19.748573+00,เสร็จสิ้น,1.0,0,2023-02-13 08:13:22.559004+00,1.0
552,552,20224,2022-DKPF74,{ท่อระบายน้ำ},"เขตปทุมวัน,ผอ.เขตปทุมวัน (น.ส.สุขวิชญาณ์),กลุ่มกรุงเทพใต้ (นายชาตรี วัฒนเขจร)",ร้องเรียนแผงลอยใช้พื้นที่สาธารณะ และ สกปรก ทิ้งของในท่อระบายน้ำ,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/036916b7013306fd74b55c882dde43a89f8e067c.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-07/ce3ab7209e8d0b48acbcc0c9e57ece46d4c2a166.jpg,"100.54518,13.74281",210 ซอย ต้นสน แขวง ลุมพินี เขตปทุมวัน กรุงเทพมหานคร 10330 ประเทศไทย,ลุมพินี,ปทุมวัน,กรุงเทพมหานคร,2022-06-10 13:25:11.019704+00,เสร็จสิ้น,,0,2022-07-21 03:30:33.921612+00,1.0
556,556,20354,2022-3RD3MT,{ท่อระบายน้ำ},"เขตวัฒนา,ฝ่ายโยธา เขตวัฒนา,ผอ.เขตวัฒนา (น.ส.สุชิรา),กลุ่มกรุงเทพใต้ (นายชาตรี วัฒนเขจร)",ฝาท่อ ผุผังเป็นรู,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/6b3956d666f4f20d0987a4834ff281940bf8d1e5.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/df66dfacf37eaf5cf290b9c0057cc2c4b473fa3a.jpg,"100.59057,13.72886",31 ซอย เอกมัย 10 แยก 6 แขวง คลองตันเหนือ เขตวัฒนา กรุงเทพมหานคร 10110 ประเทศไทย,คลองตันเหนือ,วัฒนา,กรุงเทพมหานคร,2022-06-10 13:30:55.159665+00,เสร็จสิ้น,5.0,0,2022-06-12 05:46:45.320897+00,1.0
615,615,22344,2022-P6M4MU,{ท่อระบายน้ำ},"เขตบางขุนเทียน,ผอ.เขตบางขุนเทียน (นางภัสรา),กลุ่มกรุงธนใต้ (นายเฉลิมพล โชตินุชิต)",ซ่อมฝาท่อระบายน้ำ,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/e27252e6827562b03f6db2e8488d3504be1c8541.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/c8c342d68015edaaf365752f1f19108e3c3c67ee.jpg,"100.42197,13.64521",5 ถนนพระราม 2 ซอย 69 แขวง แสมดำ เขตบางขุนเทียน กรุงเทพมหานคร 10150 ประเทศไทย,แสมดำ,บางขุนเทียน,กรุงเทพมหานคร,2022-06-11 10:31:40.129379+00,เสร็จสิ้น,4.0,0,2022-06-13 14:54:57.080051+00,1.0
616,616,22380,2022-LEHM78,{ท่อระบายน้ำ},"เขตพระโขนง,ฝ่ายโยธา เขตพระโขนง,ผอ.เขตพระโขนง (น.ส.วรุณลักษม์),กลุ่มกรุงเทพใต้ (นายชาตรี วัฒนเขจร)",แจ้งท่อระบายน้ำ ซอยสุขุวิท 93 ทั้งซอย ไม่เท่ากับพื้นถนน เป็นหลุมเป็นบ่อ เป็นมานานแล้วค่ะ อยากให้จัดการจริงๆ นั่งรถขับรถ เสี่ยงเกิดอุบัติเหตุมากค่ะ,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/ca4002dd74c1cd25f5c224083b2151f35133ae17.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/269d50024646d2c26a59543bc43529f3e58d30d6.jpg,"100.60706,13.69978",194 ซอย สุขุมวิท 93 แขวง บางจาก เขตพระโขนง กรุงเทพมหานคร 10260 ประเทศไทย,บางจาก,พระโขนง,กรุงเทพมหานคร,2022-06-11 10:51:29.742088+00,เสร็จสิ้น,,1,2022-09-09 11:27:23.466227+00,1.0
619,619,22477,2022-AVXX67,{ท่อระบายน้ำ},"เขตยานนาวา,ฝ่ายเทศกิจ เขตยานนาวา,ผอ.เขตยานนาวา (น.ส.วรุณลักษม์),กลุ่มกรุงเทพใต้ (นายชาตรี วัฒนเขจร)",ร้านค้าต่อท่อน้ำทิ้งลงท่อระบายน้ำ เยื้องโรงเรียนยานนาเวศ,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/e90db5cbacd05a495b58f67309abc19b030a7ac6.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/63ffa8e04021b4f2ad1ae37618d594b5eda93475.jpg,"100.52968,13.70362",11/74 ถ. สาธุประดิษฐ์ แขวง ช่องนนทรี เขต ยานนาวา กรุงเทพมหานคร 10120 ประเทศไทย,ช่องนนทรี,ยานนาวา,กรุงเทพมหานคร,2022-06-11 11:33:54.525543+00,เสร็จสิ้น,5.0,0,2022-06-29 11:31:45.47043+00,1.0
650,650,23248,2022-HQZXEU,{ท่อระบายน้ำ},"เขตบางแค,ฝ่ายโยธา เขตบางแค,ผอ.เขตบางแค (นายณรงค์),กลุ่มกรุงธนใต้ (นายเฉลิมพล โชตินุชิต)",ฝาท่อระบายน้ำชำรุดค่ะ อาจทำให้เกิดอุบัติเหตุเวลาคนเดิน หรือขี่จักรยานตกลงไป,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/f8e2b4063962b55e9fe72d7709d54292425470a9.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-07/1e69bf4758a070b196d750feb01fee6941de059a.jpg,"100.42445,13.71573",184 ซอย เพชรเกษม 62/1 แขวง บางแคเหนือ เขตบางแค กรุงเทพมหานคร 10160 ประเทศไทย,บางแคเหนือ,บางแค,กรุงเทพมหานคร,2022-06-11 23:08:17.393774+00,เสร็จสิ้น,4.0,0,2022-07-04 08:40:06.497844+00,1.0
660,660,23729,2022-KBENLL,"{ท่อระบายน้ำ,ทางเท้า}","เขตคลองเตย,สำนักการโยธา กทม.,สำนักการระบายน้ำ กทม.,ฝ่ายโยธา เขตคลองเตย,ผอ.เขตคลองเตย (นางเบญญา),กลุ่มกรุงเทพใต้ (นายชาตรี วัฒนเขจร)",ทางเท้าแคบ ฝาท่อด้านล่างชำรุด และท่อน้ำกีดขวางทางเดิน ซอยสุขุมวิท 24,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/020f6fc8fac00b9101e3034044087cc64f84ee65.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-02/010d61f5a0e2edcae20c0090a00b97036267020b.jpg,"100.56869,13.72820",22 ถ. สุขุมวิท แขวง คลองตัน เขตคลองเตย กรุงเทพมหานคร 10110 ประเทศไทย,คลองตัน,คลองเตย,กรุงเทพมหานคร,2022-06-12 05:47:54.927592+00,เสร็จสิ้น,,0,2023-02-01 04:01:30.505095+00,1.0
